date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2020-06-03,3856.69,699.72,3101.80,2676.67,3043.88,4748.61,12061.30,10041.66,12834.99,2758.59,4440.43,452.66,1704.47,9754.20,5470.66,6455.98,3531.16,2346.48,8850.69,1806.63,9203.97,14718.89,5901.41,4612.40,5465.21,2288.44,494.21,7705.51,2949.52,3534.94,18192.47,3884.65,19390.03,2986.72,3528.59,3147.46,1725.81,1049.70,6080.32,1259.09,14394.01,2488.33,5849.92,3696.30,2423.05,3339.97,1580.71,5506.78,3155.16,1150.16,3373.83,1583.77
2020-06-04,3901.90,734.98,3181.70,2795.45,3107.34,4801.28,12102.73,10076.81,12983.04,2825.21,4518.10,453.36,1740.96,9822.48,5529.84,6635.63,3548.68,2412.72,8942.75,1827.55,9348.44,14787.13,5923.92,4684.22,5544.90,2331.86,505.50,7835.61,3004.89,3594.66,18244.33,3986.30,19443.91,3108.36,3564.11,3189.37,1751.68,1067.84,6123.81,1410.89,14494.26,2557.96,5947.39,3748.00,2485.21,3434.87,1638.20,5618.43,3184.75,1164.01,3453.13,1594.15
2020-06-05,3966.35,766.17,3397.96,2870.44,3198.17,4846.05,12164.59,10104.73,13095.50,2886.48,4589.58,459.70,1773.45,9914.15,5603.66,6758.88,3603.98,2473.14,9034.38,1854.45,9500.20,14858.71,6377.01,4810.22,5614.88,2369.23,507.39,7971.42,3066.84,3651.42,18334.81,4138.53,19497.23,3218.24,3615.42,3230.09,1776.28,1094.09,6161.29,1445.94,14603.97,2646.08,5981.40,3810.78,2554.64,3588.62,1639.79,5697.79,3257.34,1173.42,3513.68,1614.92
2020-06-06,4100.56,785.15,3558.04,3019.75,3264.83,4886.96,12264.79,10179.17,13195.15,2946.10,4652.61,465.33,1789.41,9987.46,5667.77,6820.66,3612.22,2542.07,9141.03,1885.83,9614.71,14942.01,6422.22,4903.07,5703.61,2392.74,508.33,8056.42,3128.80,3700.08,18397.33,4199.62,19552.65,3352.30,3708.83,3260.29,1790.48,1114.85,6208.06,1538.27,14603.97,2737.15,6083.41,3893.49,2615.76,3753.75,1670.13,5799.35,3286.67,1182.83,3560.81,1625.31
2020-06-07,4194.06,797.36,3754.23,3127.59,3336.88,4913.82,12306.78,10279.46,13284.84,3001.50,4693.30,466.74,1797.39,10051.74,5727.54,6905.26,3623.21,2549.68,9211.85,1920.20,9696.46,14986.06,6464.14,4971.68,5782.63,2445.95,513.04,8103.59,3187.79,3717.77,18427.75,4266.43,19592.41,3434.54,3768.04,3291.52,1813.56,1147.54,6246.63,1560.18,14603.97,2809.92,6163.89,3960.26,2646.10,3822.71,1697.27,5950.09,3326.08,1187.26,3603.64,1639.15
2020-06-08,4281.00,823.12,3870.94,3231.77,3394.77,4945.78,12341.49,10310.48,13365.98,3046.86,4752.61,467.44,1822.47,10167.35,5761.16,7005.70,3683.32,2618.61,9262.49,1933.65,9767.79,15013.58,6493.75,5031.92,5949.38,2474.35,515.86,8164.75,3234.59,3744.31,18465.13,4324.65,19628.85,3522.95,3793.04,3322.40,1827.51,1175.69,6280.29,1579.27,14794.08,2911.02,6201.30,4020.23,2694.11,3915.72,1716.43,6017.01,3396.28,1196.68,3639.93,1661.66
2020-06-09,4382.69,840.75,3959.48,3344.59,3469.55,4974.57,12365.84,10360.11,13486.98,3098.31,4826.19,471.67,1839.01,10228.41,5825.72,7056.39,3704.61,2661.13,9383.09,1947.10,9853.68,15051.69,6521.66,5085.21,6063.56,2513.04,521.51,8235.25,3310.71,3783.38,18498.70,4345.17,19664.15,3601.15,3820.67,3350.20,1867.58,1199.56,6321.83,1622.77,14840.42,2995.20,6260.24,4115.95,2761.88,3998.29,1730.80,6074.19,3423.22,1206.65,3687.06,1678.96
2020-06-10,4498.69,870.58,4180.49,3440.15,3542.71,5001.09,12412.86,10397.33,13576.67,3162.68,4892.35,473.78,1859.53,10272.99,5872.34,7202.77,3754.42,2692.01,9472.79,1970.26,9948.17,15090.37,6540.37,5150.43,6188.79,2556.46,528.10,8306.26,3366.74,3817.29,18560.43,4414.37,19698.13,3688.98,3873.29,3385.53,1896.99,1216.74,6356.65,1667.84,14901.90,3099.65,6352.05,4191.87,2848.98,4106.79,1748.37,6125.73,3442.33,1214.40,4143.93,1696.27
2020-06-11,4673.81,903.13,4395.78,3588.79,3632.96,5027.07,12444.77,10449.03,13650.70,3242.40,4974.77,478.71,1882.90,10339.08,5934.66,7320.01,3772.62,2714.17,9567.64,1992.67,10065.50,15164.41,6565.38,5230.10,6188.79,2599.22,529.98,8456.58,3448.47,3840.15,18613.19,4470.69,19735.18,3826.70,3924.60,3422.23,1934.02,1253.25,6398.35,1675.04,15002.15,3233.79,6421.19,4249.03,2918.70,4228.27,1772.32,6180.90,3473.12,1227.69,4198.97,1746.47
2020-06-12,4850.78,932.96,4624.74,3831.34,3723.36,5057.80,12508.59,10518.31,13743.23,3331.70,5057.38,488.56,1911.97,10398.57,5994.43,7431.53,3830.32,2764.30,9679.87,2033.02,10138.15,15221.20,6590.79,5315.46,6392.37,2629.74,539.39,8559.20,3527.56,3871.11,18652.26,4546.09,19777.19,3993.50,3971.97,3458.16,1990.32,1285.70,6447.85,1732.62,15082.54,3377.18,6508.47,4315.80,2997.40,4327.92,1786.69,6247.12,3526.73,1245.41,4254.36,1777.63
2020-06-13,5033.07,979.07,4848.68,4013.17,3802.96,5092.03,12593.96,10576.21,13821.53,3452.88,5150.26,500.53,1937.63,10447.86,6057.34,7538.31,3845.09,2820.92,9956.27,2059.92,10249.53,15269.88,6605.10,5382.65,6478.42,2665.00,553.51,8621.92,3622.47,3906.50,18701.76,4591.42,19823.86,4132.57,4027.22,3494.44,2047.38,1322.69,6479.86,1780.82,15082.54,3531.58,6611.62,4374.59,3070.19,4448.13,1796.27,6324.37,3572.38,1259.25,4304.76,1817.44
2020-06-14,5240.52,995.34,5013.21,4147.89,3866.64,5111.87,12620.27,10612.39,13904.09,3547.53,5216.42,504.05,1945.61,10495.11,6112.04,7591.22,3862.95,2831.44,10028.37,2086.81,10314.56,15300.02,6627.31,5435.93,6534.67,2674.30,565.75,8674.27,3690.69,3920.50,18732.74,4640.10,19859.37,4256.61,4056.17,3520.10,2087.46,1346.79,6504.30,1818.69,15082.54,3697.00,6685.29,4457.01,3119.73,4527.85,1799.46,6399.16,3600.91,1268.11,4353.09,1834.74
2020-06-15,5374.94,1000.76,5159.90,4285.92,3935.13,5141.55,12661.42,10690.97,13949.65,3630.07,5276.40,509.68,1979.24,10536.55,6189.89,7639.07,3955.34,2878.66,10146.83,2099.52,10368.35,15312.62,6632.91,5475.50,6629.43,2727.84,573.28,8739.07,3729.25,3940.41,18757.66,4698.32,19891.25,4358.50,4083.80,3556.71,2134.63,1391.41,6534.44,1843.42,15220.63,3812.06,6719.30,4570.89,3195.82,4668.30,1804.25,6443.77,3659.57,1285.83,4391.45,1867.63
2020-06-16,5505.87,1018.39,5479.63,4376.83,4022.82,5166.65,12693.33,10756.11,13976.70,3760.73,5352.17,512.50,2019.71,10585.13,6243.39,7687.54,3973.55,2886.71,10261.42,2106.24,10426.43,15340.87,6649.32,5509.18,6747.63,2763.43,577.99,8827.70,3846.90,3954.42,18793.92,4740.32,19923.49,4440.17,4114.06,3593.84,2192.45,1458.22,6564.89,1862.51,15287.78,3932.83,6762.37,4671.04,3343.79,4769.53,1804.25,6496.01,3708.93,1296.36,4442.88,1884.94
2020-06-17,5587.71,1052.29,5739.13,4514.53,4130.26,5207.21,12715.72,10798.50,14017.98,3883.27,5439.15,515.31,2071.59,10628.30,6281.64,7799.39,4053.23,2951.84,10460.56,2118.94,10519.27,15379.41,6672.13,5583.14,6911.37,2799.50,593.05,8928.78,3905.89,4007.50,18825.01,4803.31,19952.20,4540.04,4170.63,3629.09,2257.88,1487.81,6589.10,1878.78,15334.12,4043.17,6857.58,4743.27,3465.49,4891.96,1804.25,6548.14,3751.53,1315.74,4501.02,1928.21
2020-06-18,5770.61,1078.06,6097.76,4621.37,4225.16,5247.24,12718.80,10855.37,14097.70,4033.84,5517.39,527.99,2134.30,10680.49,6347.99,7908.07,4082.42,2996.82,10623.66,2150.32,10564.62,15418.68,6700.74,5650.68,7038.94,2854.51,616.58,9026.74,4008.71,4017.82,18870.36,4845.31,19984.23,4663.69,4208.78,3688.97,2372.26,1524.80,6619.79,1912.58,15387.09,4238.29,6924.46,4815.95,3577.37,5066.27,1812.23,6602.50,3803.68,1338.99,4577.40,1980.14
2020-06-19,5933.46,1113.31,6541.59,4854.63,4318.90,5297.46,12751.55,10971.17,14167.46,4213.28,5619.77,546.99,2206.69,10746.11,6395.96,8055.40,4179.28,3050.08,10435.03,2176.47,10616.08,15451.71,6732.75,5714.13,7038.94,2902.17,626.94,9117.97,4127.68,4044.36,18914.03,4896.37,20024.86,4816.62,4252.20,3741.07,2461.53,1573.00,6659.45,1938.87,15451.40,4451.31,6980.00,4963.51,3739.20,5246.58,1826.60,6667.66,3854.38,1366.68,4629.34,2030.34
2020-06-20,6045.37,1145.86,6999.51,5024.18,4420.30,5325.90,12795.77,11043.55,14213.01,4403.38,5767.30,556.85,2283.65,10794.61,6445.87,8095.95,4196.46,3088.35,10621.72,2195.15,10684.76,15493.15,6774.87,5791.83,7038.94,2963.38,657.06,9178.09,4276.64,4067.95,18951.97,4977.50,20061.04,4973.22,4285.09,3786.49,2545.47,1594.48,6689.90,2022.75,15451.40,4678.48,7055.94,5055.09,3888.04,5432.59,1831.39,6743.97,3910.24,1384.40,4698.32,2040.72
2020-06-21,6141.94,1164.84,7343.64,5163.21,4520.23,5359.26,12806.97,11140.74,14264.26,4567.42,5845.63,564.59,2294.48,10843.19,6499.82,8244.23,4210.19,3114.98,10706.06,2209.35,10740.70,15511.26,6790.07,5872.56,7038.94,3028.18,674.95,9231.48,4361.99,4087.12,18986.54,5041.93,20095.07,5090.13,4333.77,3833.20,2666.70,1657.24,6716.92,2042.16,15451.40,4856.88,7137.55,5128.35,4002.74,5557.23,1850.55,6808.66,3954.17,1408.22,4747.17,2071.88
2020-06-22,6230.52,1178.40,7636.60,5336.41,4667.18,5388.23,12814.52,11187.27,14318.35,4704.80,5960.85,566.00,2432.44,10879.38,6531.65,8306.65,4319.42,3149.45,10805.20,2219.81,10790.18,15532.84,6817.18,5927.27,7462.51,3057.72,690.95,9307.68,4473.71,4097.44,19017.19,5103.49,20123.47,5185.09,4366.66,3895.57,2721.98,1697.80,6767.05,2054.36,15566.79,5055.15,7170.43,5207.53,4168.58,5705.28,1856.94,6863.95,4039.90,1423.72,4790.35,2129.00
2020-06-23,6362.07,1227.22,8142.76,5533.83,4829.46,5421.24,12847.27,11215.18,14369.60,4859.07,6138.80,568.11,2515.10,10931.73,6570.20,8386.81,4347.92,3205.40,11096.19,2236.99,10856.37,15566.02,6840.09,5970.40,7667.09,3125.46,699.42,9377.13,4632.89,4107.02,19053.00,5172.21,20154.07,5279.85,4375.87,3946.04,2796.80,1746.00,6815.23,2092.23,15636.78,5234.53,7201.03,5320.23,4345.57,5837.83,1858.54,6926.06,4084.35,1435.90,4848.49,2170.54
2020-06-24,6559.91,1255.70,8395.14,5765.10,4952.06,5467.24,12851.19,11258.61,14418.01,5117.81,6301.65,577.97,2650.77,10990.04,6613.99,8522.11,4502.83,3249.93,11285.46,2254.18,10911.32,15590.94,6873.91,6023.33,7843.22,3179.33,721.07,9444.00,4765.37,4126.92,19070.73,5244.75,20183.49,5418.25,4433.76,4000.11,2918.79,1780.60,6853.64,2134.48,15705.82,5487.08,7275.84,5438.99,4574.97,5983.67,1890.47,6987.11,4166.89,1455.84,4928.47,2219.00
2020-06-25,6793.55,1316.72,8826.01,5993.05,5091.71,5524.12,12873.86,11352.70,14462.14,5352.75,6444.81,588.53,2775.61,11061.46,6691.54,8676.41,4536.14,3310.58,11486.75,2293.78,10987.94,15623.68,6918.73,6087.49,8208.86,3276.94,755.90,9509.31,4914.00,4156.41,19312.97,5341.15,20221.26,5541.23,4475.86,4076.41,3029.87,1814.73,6889.17,2152.32,15737.98,5708.35,7343.85,5567.94,4765.65,6182.65,1901.65,7037.83,4246.25,1491.28,5023.42,2295.16
2020-06-26,6993.43,1357.40,9297.17,6218.01,5233.63,5579.78,12892.06,11390.95,14499.15,5772.58,6610.79,598.38,2935.23,11130.30,6764.77,8817.09,4715.43,3364.29,11777.31,2317.69,11038.74,15657.44,6950.14,6175.35,8393.02,3357.08,780.38,9601.57,5061.64,4180.74,19356.53,5444.23,20262.40,5706.39,4512.70,4160.85,3130.29,1910.89,6945.39,2166.41,15757.84,5966.61,7407.32,5731.45,4967.69,6395.86,1912.82,7111.09,4311.41,1511.21,5111.83,2367.86
2020-06-27,7177.56,1392.66,9781.85,6407.14,5345.52,5619.46,12933.20,11467.47,14543.28,6222.59,6755.66,602.61,3032.14,11187.12,6830.22,8935.90,4728.48,3432.32,11777.31,2356.54,11093.02,15711.48,6983.05,6249.67,8548.72,3412.91,802.03,9731.67,5404.71,4214.65,19388.97,5544.93,20298.06,5846.71,4561.38,4230.74,3206.12,1935.23,6980.52,2211.47,15757.84,6282.10,7510.47,5880.79,5178.73,6559.42,1916.02,7190.57,4383.33,1540.01,5200.76,2409.40
2020-06-28,7250.81,1437.41,10312.97,6575.70,5484.61,5669.32,12960.35,11607.05,14588.83,6623.07,6920.50,621.62,3159.83,11232.72,6884.61,9036.34,4814.01,3464.33,12092.12,2384.18,11147.30,15743.94,7007.06,6341.63,8671.94,3469.22,812.38,9796.46,5664.07,4236.77,19423.65,5635.60,20329.99,5988.09,4610.06,4303.80,3282.71,1992.02,7010.59,2249.97,15757.84,6553.73,7572.81,5900.29,5311.05,6692.28,1919.21,7247.98,4424.47,1567.70,5283.50,2452.67
2020-06-29,7605.56,1471.31,10402.35,6721.36,5662.58,5705.32,12976.87,11762.14,14651.47,6870.31,7112.14,622.32,3289.23,11293.00,6929.30,9148.50,5003.60,3503.94,12272.38,2405.10,11226.24,15758.57,7038.48,6397.23,8895.94,3549.85,865.10,9881.47,5922.44,4246.35,19433.76,5718.16,20350.00,6133.12,4667.95,4366.85,3340.54,2030.44,7070.55,2269.06,15855.26,6814.15,7612.48,6113.43,5531.21,6902.02,1928.79,7301.16,4516.70,1588.74,5350.07,2509.79
2020-06-30,7783.55,1535.04,11071.24,6893.90,5868.82,5740.96,13019.41,11863.47,14701.30,7156.38,7346.37,634.29,3491.03,11353.90,6984.59,9236.58,5024.55,3561.90,12489.97,2430.51,11278.37,15775.09,7087.90,6476.00,9123.63,3635.87,910.28,9948.85,6123.80,4262.57,19478.10,5796.91,20373.44,6265.83,4716.63,4430.41,3488.90,2074.83,7123.10,2336.35,15901.60,7159.34,7666.89,6324.22,5808.09,7074.74,1928.79,7371.37,4583.71,1608.12,5456.72,2573.84
2020-07-01,7971.16,1592.00,11733.99,7033.26,6061.22,5796.09,13035.65,11900.69,14755.39,7464.51,7565.87,639.92,3636.40,11422.97,7040.77,9384.23,5200.75,3606.21,12936.97,2461.14,11336.29,15812.90,7130.81,6549.96,9341.95,3688.11,956.41,10016.75,6311.31,4277.32,19507.39,5858.47,20405.57,6434.65,4767.94,4522.46,3578.93,2152.14,7172.92,2358.89,15939.43,7458.31,7737.17,6552.43,6091.11,7232.91,1931.98,7420.21,4678.86,1649.66,5557.17,2620.57
2020-07-02,8206.23,1659.80,12200.13,7324.58,6274.43,5852.80,13056.36,12129.19,14790.98,7939.12,7840.22,654.00,3812.55,11490.94,7106.08,9587.33,5229.60,3663.50,13233.75,2486.54,11421.18,15841.15,7188.24,6638.00,9633.25,3768.09,1019.48,10095.02,6548.59,4292.06,19555.66,5974.91,20450.20,6597.70,4823.20,4633.75,3687.22,2229.69,7238.43,2381.11,16022.66,7808.81,7813.11,6820.67,6350.11,7423.35,1959.13,7482.67,4766.85,1690.63,5655.05,2682.88
2020-07-03,8565.08,1741.16,12813.52,7506.08,6479.20,5900.56,13076.23,12327.71,14855.04,8384.58,8087.76,673.71,4009.79,11560.48,7187.67,9705.19,5500.59,3727.28,13604.57,2520.17,11488.54,15883.17,7233.55,6711.78,9939.29,3855.41,1061.84,10190.39,6880.46,4317.86,19598.99,6097.08,20497.22,6784.44,4908.71,4727.09,3820.62,2301.04,7294.26,2404.58,16069.95,8168.95,7909.46,7072.66,6599.51,7614.43,1973.50,7559.92,4832.67,1731.06,5773.56,2738.27
2020-07-04,8769.05,1815.75,13193.07,7700.85,6703.64,5952.00,13076.23,12403.18,14872.13,8922.54,8326.65,690.61,4236.10,11627.82,7266.72,9875.02,5552.11,3739.37,13604.57,2538.10,11538.52,15913.59,7273.17,6711.78,10270.78,3927.40,1098.55,10276.44,7141.79,4328.18,19631.66,6234.05,20534.32,6908.38,4983.71,4806.30,3967.71,2371.20,7333.61,2437.13,16069.95,8533.62,7966.13,7272.07,6818.62,7819.10,1976.69,7643.98,4883.36,1774.81,5890.19,2779.81
2020-07-05,8992.26,1859.14,13682.49,7901.59,6865.70,5987.12,13076.23,12539.66,14921.95,9394.80,8506.98,707.50,4445.88,11673.26,7352.64,10016.02,5594.70,3740.04,14020.24,2551.55,11577.08,15933.30,7305.68,6803.03,10346.46,3971.96,1140.92,10333.97,7420.93,4347.35,19673.08,6326.15,20561.75,7039.36,5032.38,4889.11,4039.48,2442.78,7371.17,2477.50,16069.95,8820.98,8005.80,7439.43,6972.97,7910.21,1994.26,7719.00,4972.14,1846.79,5977.40,2828.28
2020-07-06,9181.50,1899.82,14158.81,8047.25,7024.51,6025.04,13148.73,12710.27,14968.93,9692.28,8652.05,712.43,4687.02,11728.05,7405.99,10064.18,5867.07,3908.33,14256.51,2557.52,11666.44,15956.91,7343.30,6880.19,10465.99,4056.18,1175.75,10393.58,7556.70,4359.88,19696.54,6445.94,20588.15,7216.17,5075.80,4957.98,4149.55,2484.78,7432.38,2686.88,16069.95,9122.51,8053.41,7608.41,7293.96,8115.20,1997.45,7760.56,5111.34,1906.05,6075.10,2899.24
2020-07-07,9367.06,1929.65,14663.16,8133.19,7274.71,6095.45,13164.68,12835.37,15045.80,10037.22,8907.95,741.29,4892.24,11781.58,7450.67,10187.43,5892.83,3988.00,14671.96,2570.23,11747.36,15986.04,7404.12,6980.71,10786.43,4173.05,1249.17,10472.88,7859.24,4373.15,19726.51,6550.93,20618.34,7344.07,5135.01,5039.08,4367.15,2542.29,7494.77,2727.26,16224.11,9313.69,8119.15,7775.91,7635.89,8289.19,2002.24,7835.46,5183.80,1940.93,6163.86,2961.56
2020-07-08,9607.86,1996.10,15158.31,8376.73,7490.55,6177.61,13185.68,12885.00,15149.72,10506.20,9177.07,757.48,5132.80,11855.75,7517.92,10365.81,6116.08,4073.94,15077.11,2585.17,11824.98,16024.28,7469.05,7062.15,11012.11,4299.88,1290.59,10593.14,8033.90,4387.90,19754.80,6689.33,20653.70,7486.31,5229.73,5148.32,4537.82,2594.31,7559.66,2736.96,16271.40,9619.94,8208.70,8088.02,7982.62,8516.33,2005.43,7910.01,5263.16,2052.79,6282.89,3011.75
2020-07-09,10060.41,2062.55,15726.24,8644.16,7672.87,6251.18,13213.95,12956.34,15202.40,10925.70,9381.93,782.83,5471.42,11944.67,7595.63,10555.92,6193.02,4157.19,15472.61,2604.59,11921.29,16067.02,7527.78,7164.45,11247.50,4456.25,1380.02,10707.69,8257.01,4403.38,19780.73,6801.00,20683.79,7670.54,5359.98,5246.70,4690.75,2683.79,7623.45,2773.58,16308.29,9970.44,8315.24,8350.21,8362.70,8741.25,2030.98,7981.98,5357.11,2118.69,6426.00,3070.60
2020-07-10,10333.33,2141.20,16306.86,8893.35,7874.83,6357.58,13235.78,13081.45,15293.51,11462.48,9848.12,801.84,5742.19,12040.27,7705.91,10846.14,6456.80,4269.09,16039.56,2614.31,11998.41,16097.88,7590.20,7272.09,11592.72,4580.14,1499.57,10798.91,8555.59,4416.65,19820.91,6943.21,20724.22,7879.81,5470.50,5377.16,4841.90,2744.40,7696.85,2859.64,16373.55,10310.32,8388.92,8600.28,8708.43,9000.65,2038.96,8092.69,5452.79,2205.63,6607.65,3098.30
2020-07-11,10627.74,2245.61,16731.31,9245.39,8090.34,6431.85,13235.78,13175.54,15376.07,11948.88,10131.11,831.40,6033.49,12128.49,7824.11,10992.84,6520.00,4370.69,16504.58,2630.00,12090.59,16139.61,7653.03,7415.38,11859.58,4676.28,1578.64,10903.10,8868.99,4440.98,19858.07,7050.11,20761.42,8098.04,5587.59,5493.33,5016.13,2827.92,7749.79,2931.32,16373.55,10758.78,8449.00,8859.81,8998.72,9196.47,2048.54,8192.60,5484.11,2295.89,6724.79,3183.11
2020-07-12,10963.26,2402.91,17078.23,9412.29,8283.63,6484.52,13235.78,13238.61,15441.56,12667.21,10303.65,845.48,6254.10,12193.24,7903.91,11219.38,6627.16,4422.61,16787.63,2644.19,12197.33,16168.44,7696.74,7541.91,12150.22,4761.81,1654.89,10995.88,9143.51,4463.09,19896.12,7171.80,20796.16,8274.96,5707.32,5611.22,5131.78,2904.04,7792.11,3021.45,16373.55,11142.13,8500.00,9025.98,9226.27,9348.63,2069.30,8296.86,5597.57,2350.16,6863.43,3222.92
2020-07-13,11363.84,2499.19,17278.74,9602.08,8499.27,6549.48,13298.20,13316.16,15525.55,13259.90,10640.93,860.27,6573.34,12266.46,7968.91,11289.41,6960.32,4504.29,17153.51,2658.39,12266.67,16201.77,7738.56,7629.41,12281.81,4861.05,1796.09,11115.10,9424.29,4473.42,19921.27,7297.32,20824.77,8450.81,5849.41,5719.09,5261.12,2985.41,7837.71,3132.87,16539.06,11441.10,8528.34,9396.59,9537.09,9579.56,2077.28,8410.97,5777.65,2388.37,6984.18,3293.89
2020-07-14,11713.69,2572.42,17865.63,9865.54,8761.85,6629.90,13303.79,13409.21,15582.49,13691.56,10892.08,875.05,6819.03,12326.66,8069.63,11387.94,6988.48,4632.98,17628.84,2664.37,12384.49,16245.66,7807.69,7700.34,12570.44,5030.15,1918.47,11256.60,9777.58,4490.37,19965.38,7403.74,20871.49,8654.30,5916.51,5816.79,5512.95,3062.49,7914.38,3168.24,16634.59,11877.95,8582.75,9662.02,9917.06,9735.20,2083.67,8505.01,5873.06,2440.43,7141.23,3376.97
2020-07-15,12084.40,2655.14,18323.69,10052.67,8986.95,6714.00,13333.46,13492.96,15696.38,14169.56,11231.26,894.76,7182.16,12436.23,8173.79,11576.15,7266.69,4732.79,18077.55,2673.33,12506.95,16277.10,7911.33,7802.64,12913.65,5180.32,2022.96,11392.40,10080.11,4506.59,20009.16,7559.79,20914.17,8828.81,6011.23,5929.37,5785.58,3132.88,7992.54,3248.36,16683.77,12243.01,8673.43,9972.66,10329.58,9878.82,2104.43,8632.28,5972.19,2523.49,7294.83,3435.82
2020-07-16,12497.87,2758.20,18786.48,10323.76,9221.14,6815.30,13365.37,13559.13,15767.56,14825.21,11488.03,908.14,7559.54,12532.38,8280.64,11854.33,7306.53,4837.75,18566.83,2688.28,12616.34,16311.01,8000.97,7910.46,13325.50,5320.53,2132.16,11495.55,10553.68,4525.76,20034.19,7701.53,20953.41,9030.47,6146.75,6039.72,5944.85,3231.19,8055.63,3309.39,16750.92,12604.52,8721.03,10314.16,10853.52,10093.94,2115.60,8738.41,6139.93,2578.87,7458.59,3506.79
2020-07-17,12907.66,2824.64,19322.62,10538.77,9478.01,6919.24,13405.40,13789.70,15823.08,15363.54,11813.04,923.62,7911.83,12639.59,8392.26,12009.27,7624.58,4959.71,19034.42,2716.67,12732.85,16354.18,8078.50,8029.15,13671.05,5473.97,2243.24,11590.41,10997.92,4544.93,20039.80,7853.29,20993.23,9220.77,6309.89,6183.36,6122.12,3303.02,8133.95,3480.27,16828.48,12993.38,8828.71,10645.77,11192.80,10303.99,2129.97,8856.04,6267.06,2648.64,7610.30,3581.21
2020-07-18,13346.10,2924.99,19707.19,10794.59,9687.12,6989.83,13405.40,13884.82,15935.54,15848.44,12200.32,937.70,8227.64,12738.25,8524.51,12139.49,7637.97,5091.31,19034.42,2724.14,12870.53,16406.19,8141.73,8110.59,14011.58,5608.96,2326.07,11685.78,11404.59,4561.88,20069.33,7986.91,21031.71,9455.47,6461.19,6315.27,6354.43,3395.84,8181.42,3584.49,16828.48,13298.64,8911.46,11007.07,11499.57,10575.42,2136.36,8966.40,6355.04,2725.61,7760.81,3648.72
2020-07-19,13709.65,3085.01,20029.43,11025.19,9896.09,7054.96,13405.40,13977.88,16030.92,16434.28,12433.51,956.71,8528.07,12815.55,8661.99,12297.60,7713.88,5281.53,19703.10,2754.77,13023.61,16449.08,8196.85,8241.41,14276.77,5738.07,2384.44,11733.47,11806.65,4572.94,20065.85,8099.06,21057.75,9626.32,6608.54,6410.23,6407.43,3480.55,8228.59,3775.41,16828.48,13765.59,8961.33,11252.57,11777.50,10792.74,2155.52,9090.50,6449.53,2792.06,7904.44,3679.88
2020-07-20,14094.28,3270.78,20263.13,11257.12,10116.91,7136.96,13450.74,14086.44,16141.96,16920.07,12623.06,965.16,8767.49,12915.07,8757.93,12465.52,8086.54,5366.12,20386.79,2772.71,13115.12,16486.02,8251.97,8402.33,14695.65,5883.34,2485.16,11842.32,12129.28,4606.85,20086.05,8215.51,21084.31,9754.40,6749.32,6515.97,6450.04,3557.15,8315.57,3899.97,16933.46,14052.56,9003.27,11513.13,12043.55,10922.13,2171.49,9201.44,6628.41,2847.44,8042.22,3785.46
2020-07-21,14394.41,3421.30,20738.61,11498.68,10374.03,7225.27,13462.22,14212.58,16267.23,17363.27,12915.57,982.76,9063.35,12992.15,8868.06,12585.29,8107.83,5513.83,20749.67,2781.67,13257.44,16521.38,8321.80,8464.71,15243.11,6079.86,2580.24,12020.10,12392.93,4616.43,20118.94,8359.63,21128.06,9934.30,6855.88,6605.53,6676.51,3640.67,8390.68,4049.88,17011.01,14424.70,9089.41,11820.66,12389.24,11100.23,2181.07,9318.38,6734.18,2879.01,8238.14,3873.73
2020-07-22,14692.08,3548.77,21007.59,11694.77,10681.49,7329.74,13497.77,14260.15,16412.44,17822.68,13224.99,994.73,9346.10,13118.35,8984.92,12739.59,8372.30,5632.66,21344.74,2781.67,13361.21,16562.96,8392.53,8554.53,15761.10,6276.72,2673.43,12173.53,12773.23,4640.76,20156.55,8508.05,21164.19,10134.81,7066.39,6736.16,6923.78,3683.38,8453.70,4080.56,17082.89,14760.06,9155.16,12137.65,12771.34,11286.24,2181.07,9438.36,6826.54,3024.09,8390.20,3960.28
2020-07-23,15182.89,3636.92,21338.06,12030.89,10950.64,7445.97,13500.29,14396.63,16472.23,18303.87,13675.30,1033.45,9612.32,13245.82,9127.33,12925.90,8421.07,5780.14,21837.44,2792.13,13470.10,16610.33,8461.96,8689.97,16089.91,6516.50,2752.51,12345.62,13211.21,4657.72,20183.71,8667.92,21205.64,10318.17,7232.16,6859.69,7093.19,3761.89,8522.88,4216.70,17164.23,15067.68,9229.97,12503.97,13103.83,11444.73,2198.63,9537.45,6934.43,3073.38,8557.74,4062.40
